,dataset,model,acc_mean,acc_std,f1_mean,f1_std,time_mean,time_std
201,Phoneme,RDST NN,0.3010724331926864,0.014276328423129947,0.1201781947397378,0.012333117454773045,50.8865601460139,1.121284080536847
202,CinCECGTorso,RDST,0.982705314009662,0.018471613214894662,0.9825342686439457,0.01889382770543657,119.06429138183594,8.751769174702297
203,CinCECGTorso,RDST NN,0.7946376811594204,0.03767632819270153,0.7912865731449358,0.04162114814241196,50.16917444864909,0.9970063660448731
204,Mallat,RDST,0.955408670931059,0.025892197963712397,0.9539690703901126,0.029359080808072376,96.37677401701609,8.493012642021155
205,Mallat,RDST NN,0.9670078180525942,0.014800772759461164,0.9668136698855947,0.015254674448316121,57.7895918528239,1.1466348388919767
206,FordA,RDST,0.9514646464646467,0.0055129796478392765,0.9492638119122574,0.005522324457435853,66.36409714221955,4.063318534618379
207,FordA,RDST NN,0.9437373737373737,0.005284720676179805,0.9436757238656119,0.005291442147571788,52.914013957977296,0.9612849503425642
208,MixedShapesSmallTrain,RDST,0.9565635738831614,0.011725819099397714,0.9573656850223613,0.011229290759653,102.14740056991577,6.8801234392518715
209,MixedShapesSmallTrain,RDST NN,0.9100206185567009,0.012683971226904999,0.9100949063655399,0.012497423816655917,61.12002031803131,1.1029492927232927
210,MixedShapesRegularTrain,RDST,0.9790927835051547,0.004026553026273304,0.9793185356267841,0.003939214830081105,115.7173891623815,8.490612554976618
211,MixedShapesRegularTrain,RDST NN,0.9559037800687287,0.004309141329751862,0.9556512978089766,0.004189679777804005,71.14306797186534,1.5080020662350428
212,UWaveGestureLibraryAll,RDST,0.9820119114088963,0.0020447550624392895,0.981915375602597,0.0020737302950624504,130.36103720664977,8.185956675513944
213,UWaveGestureLibraryAll,RDST NN,0.9776009678019728,0.0022607703331459844,0.9774460575957823,0.0022845297982902915,67.14725081920623,1.2008572170981313
214,StarLightCurves,RDST,0.9809859154929579,0.001324367384833801,0.9711976587911947,0.002120265272774641,367.83991765181224,21.787597448812555
215,StarLightCurves,RDST NN,0.9781083050024286,0.0016482338761839256,0.9672979936604592,0.002463204434542214,222.77625315189363,4.470094998664972
216,FordB,RDST,0.9283539094650205,0.02244172192203903,0.9283009801449534,0.02244035164398646,61.19717452526093,3.9569945765659447
217,FordB,RDST NN,0.9237448559670781,0.023308352803302616,0.9236835585191852,0.023305479362132876,49.97711633046468,1.6364108111071247
218,HandOutlines,RDST,0.9502702702702703,0.00937802787724187,0.9450745332668684,0.010521907677782417,270.6795461734136,9.289675850859508
219,HandOutlines,RDST NN,0.9360360360360359,0.009160882031629663,0.9293585989436297,0.01033762297609447,91.70851378440857,2.104403925193798
220,NonInvasiveFetalECGThorax1,RDST,0.9278371501272263,0.0047819100415182406,0.9246205669416042,0.005157144453350502,77.90051336288452,4.430470806225142
221,NonInvasiveFetalECGThorax1,RDST NN,0.9079728583545378,0.005618104464953485,0.9049461656461614,0.00587200019715274,49.02409047285716,1.4358572277911048
222,NonInvasiveFetalECGThorax2,RDST,0.941509754028838,0.002923244679021277,0.9386924831207016,0.0031439231596634477,79.37550396919251,3.3729264601331694
223,NonInvasiveFetalECGThorax2,RDST NN,0.9213570822731129,0.00517273586900267,0.9186053268395166,0.00531565583354776,48.86208621660868,1.2436458194180122

